,sim,lda,freq,lda_log_freq_1,corpus,n_comp,size,delta,delta_max
2256,25,0.36302,0.32782,0.32068,en_wiki,8,32,-0.00713999999999998,0.03520000000000001
2257,25,0.36302,0.32782,0.33751,en_wiki,8,64,0.009689999999999976,0.03520000000000001
2258,25,0.36302,0.32782,0.34802,en_wiki,8,128,0.020199999999999996,0.03520000000000001
2259,25,0.36302,0.32782,0.33654,en_wiki,8,256,0.008720000000000006,0.03520000000000001
2260,25,0.36302,0.32782,0.34601,en_wiki,8,512,0.018189999999999984,0.03520000000000001
2261,25,0.36302,0.32782,0.33911,en_wiki,8,1024,0.011290000000000022,0.03520000000000001
2262,25,0.36302,0.32782,0.35339,en_wiki,8,2048,0.02556999999999998,0.03520000000000001
2263,25,0.36302,0.32782,0.35489,en_wiki,8,4096,0.027069999999999983,0.03520000000000001
2264,25,0.36302,0.32782,0.35106,en_wiki,8,8192,0.023239999999999983,0.03520000000000001
2265,25,0.36302,0.32782,0.35179,en_wiki,8,20615,0.02396999999999999,0.03520000000000001
2266,26,0.36302,0.32782,0.12679,en_wiki,8,16,-0.20103,0.03520000000000001
2267,26,0.36302,0.32782,0.17458,en_wiki,8,32,-0.15324,0.03520000000000001
2268,26,0.36302,0.32782,0.33519,en_wiki,8,64,0.007369999999999988,0.03520000000000001
2269,26,0.36302,0.32782,0.34807,en_wiki,8,128,0.02024999999999999,0.03520000000000001
2270,26,0.36302,0.32782,0.3459,en_wiki,8,256,0.018079999999999985,0.03520000000000001
2271,26,0.36302,0.32782,0.35179,en_wiki,8,512,0.02396999999999999,0.03520000000000001
2272,26,0.36302,0.32782,0.35475,en_wiki,8,1024,0.02693000000000001,0.03520000000000001
2273,26,0.36302,0.32782,0.35278,en_wiki,8,2048,0.024959999999999982,0.03520000000000001
2274,26,0.36302,0.32782,0.34725,en_wiki,8,4096,0.019430000000000003,0.03520000000000001
2275,26,0.36302,0.32782,0.35155,en_wiki,8,8192,0.023729999999999973,0.03520000000000001
2276,26,0.36302,0.32782,0.35179,en_wiki,8,20615,0.02396999999999999,0.03520000000000001
2277,27,0.36302,0.32782,0.28172,en_wiki,8,16,-0.046099999999999974,0.03520000000000001
2278,27,0.36302,0.32782,0.28048,en_wiki,8,32,-0.04733999999999999,0.03520000000000001
2279,27,0.36302,0.32782,0.27141,en_wiki,8,64,-0.056410000000000016,0.03520000000000001
2280,27,0.36302,0.32782,0.32109,en_wiki,8,128,-0.006730000000000014,0.03520000000000001
2281,27,0.36302,0.32782,0.3406,en_wiki,8,256,0.012780000000000014,0.03520000000000001
2282,27,0.36302,0.32782,0.35803,en_wiki,8,512,0.030210000000000015,0.03520000000000001
2283,27,0.36302,0.32782,0.33914,en_wiki,8,1024,0.011319999999999997,0.03520000000000001
2284,27,0.36302,0.32782,0.34943,en_wiki,8,2048,0.021610000000000018,0.03520000000000001
2285,27,0.36302,0.32782,0.35057,en_wiki,8,4096,0.022749999999999992,0.03520000000000001
2286,27,0.36302,0.32782,0.35266,en_wiki,8,8192,0.024839999999999973,0.03520000000000001
2287,27,0.36302,0.32782,0.35179,en_wiki,8,20615,0.02396999999999999,0.03520000000000001
2288,28,0.36302,0.32782,0.23874,en_wiki,8,16,-0.08907999999999999,0.03520000000000001
2289,28,0.36302,0.32782,0.0005,en_wiki,8,32,-0.32732,0.03520000000000001
2290,28,0.36302,0.32782,0.28428,en_wiki,8,64,-0.04354000000000002,0.03520000000000001
2291,28,0.36302,0.32782,0.30401,en_wiki,8,128,-0.023809999999999998,0.03520000000000001
2292,28,0.36302,0.32782,0.35514,en_wiki,8,256,0.02732000000000001,0.03520000000000001
2293,28,0.36302,0.32782,0.3376,en_wiki,8,512,0.009780000000000011,0.03520000000000001
2294,28,0.36302,0.32782,0.35214,en_wiki,8,1024,0.02432000000000001,0.03520000000000001
2295,28,0.36302,0.32782,0.35388,en_wiki,8,2048,0.026059999999999972,0.03520000000000001
2296,28,0.36302,0.32782,0.35091,en_wiki,8,4096,0.02309,0.03520000000000001
2297,28,0.36302,0.32782,0.35225,en_wiki,8,8192,0.024430000000000007,0.03520000000000001
2298,28,0.36302,0.32782,0.35179,en_wiki,8,20615,0.02396999999999999,0.03520000000000001
2299,29,0.36302,0.32782,0.21918,en_wiki,8,16,-0.10863999999999999,0.03520000000000001
2300,29,0.36302,0.32782,0.27909,en_wiki,8,32,-0.048729999999999996,0.03520000000000001
2301,29,0.36302,0.32782,0.32498,en_wiki,8,64,-0.002840000000000009,0.03520000000000001
2302,29,0.36302,0.32782,0.32271,en_wiki,8,128,-0.005110000000000003,0.03520000000000001
2303,29,0.36302,0.32782,0.35834,en_wiki,8,256,0.03051999999999999,0.03520000000000001
2304,29,0.36302,0.32782,0.34906,en_wiki,8,512,0.02123999999999998,0.03520000000000001
2305,29,0.36302,0.32782,0.34583,en_wiki,8,1024,0.018010000000000026,0.03520000000000001
2306,29,0.36302,0.32782,0.34663,en_wiki,8,2048,0.018809999999999993,0.03520000000000001
2307,29,0.36302,0.32782,0.35189,en_wiki,8,4096,0.02406999999999998,0.03520000000000001
2308,29,0.36302,0.32782,0.35094,en_wiki,8,8192,0.023119999999999974,0.03520000000000001
2309,29,0.36302,0.32782,0.35179,en_wiki,8,20615,0.02396999999999999,0.03520000000000001
2310,0,0.42189,0.4164,0.38349,en_subtitles,2,16,-0.032909999999999995,0.005489999999999995
2311,0,0.42189,0.4164,0.41253,en_subtitles,2,32,-0.0038699999999999846,0.005489999999999995
2312,0,0.42189,0.4164,0.42154,en_subtitles,2,64,0.005140000000000033,0.005489999999999995
2313,0,0.42189,0.4164,0.39644,en_subtitles,2,128,-0.019959999999999978,0.005489999999999995
2314,0,0.42189,0.4164,0.41998,en_subtitles,2,256,0.0035800000000000276,0.005489999999999995
2315,0,0.42189,0.4164,0.42112,en_subtitles,2,512,0.004720000000000002,0.005489999999999995
2316,0,0.42189,0.4164,0.42007,en_subtitles,2,1024,0.0036700000000000066,0.005489999999999995
2317,0,0.42189,0.4164,0.42069,en_subtitles,2,2048,0.004290000000000016,0.005489999999999995
2318,0,0.42189,0.4164,0.42146,en_subtitles,2,4096,0.005060000000000009,0.005489999999999995
2319,0,0.42189,0.4164,0.42145,en_subtitles,2,8192,0.005049999999999999,0.005489999999999995
2320,0,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2321,1,0.42189,0.4164,0.32505,en_subtitles,2,16,-0.09134999999999999,0.005489999999999995
2322,1,0.42189,0.4164,0.40382,en_subtitles,2,32,-0.01257999999999998,0.005489999999999995
2323,1,0.42189,0.4164,0.42186,en_subtitles,2,64,0.00546000000000002,0.005489999999999995
2324,1,0.42189,0.4164,0.42168,en_subtitles,2,128,0.005280000000000007,0.005489999999999995
2325,1,0.42189,0.4164,0.42095,en_subtitles,2,256,0.0045499999999999985,0.005489999999999995
2326,1,0.42189,0.4164,0.42167,en_subtitles,2,512,0.005269999999999997,0.005489999999999995
2327,1,0.42189,0.4164,0.42183,en_subtitles,2,1024,0.00542999999999999,0.005489999999999995
2328,1,0.42189,0.4164,0.42169,en_subtitles,2,2048,0.005290000000000017,0.005489999999999995
2329,1,0.42189,0.4164,0.42079,en_subtitles,2,4096,0.004390000000000005,0.005489999999999995
2330,1,0.42189,0.4164,0.42112,en_subtitles,2,8192,0.004720000000000002,0.005489999999999995
2331,1,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2332,2,0.42189,0.4164,0.41916,en_subtitles,2,16,0.0027599999999999847,0.005489999999999995
2333,2,0.42189,0.4164,0.37677,en_subtitles,2,32,-0.03963,0.005489999999999995
2334,2,0.42189,0.4164,0.42118,en_subtitles,2,64,0.0047800000000000065,0.005489999999999995
2335,2,0.42189,0.4164,0.42031,en_subtitles,2,128,0.003910000000000025,0.005489999999999995
2336,2,0.42189,0.4164,0.4192,en_subtitles,2,256,0.0028000000000000247,0.005489999999999995
2337,2,0.42189,0.4164,0.4186,en_subtitles,2,512,0.0022000000000000353,0.005489999999999995
2338,2,0.42189,0.4164,0.42168,en_subtitles,2,1024,0.005280000000000007,0.005489999999999995
2339,2,0.42189,0.4164,0.42071,en_subtitles,2,2048,0.0043099999999999805,0.005489999999999995
2340,2,0.42189,0.4164,0.42103,en_subtitles,2,4096,0.004630000000000023,0.005489999999999995
2341,2,0.42189,0.4164,0.4214,en_subtitles,2,8192,0.0050000000000000044,0.005489999999999995
2342,2,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2343,3,0.42189,0.4164,0.39197,en_subtitles,2,16,-0.024430000000000007,0.005489999999999995
2344,3,0.42189,0.4164,0.41361,en_subtitles,2,32,-0.0027900000000000147,0.005489999999999995
2345,3,0.42189,0.4164,0.41531,en_subtitles,2,64,-0.0010899999999999799,0.005489999999999995
2346,3,0.42189,0.4164,0.42083,en_subtitles,2,128,0.0044299999999999895,0.005489999999999995
2347,3,0.42189,0.4164,0.42167,en_subtitles,2,256,0.005269999999999997,0.005489999999999995
2348,3,0.42189,0.4164,0.42059,en_subtitles,2,512,0.004190000000000027,0.005489999999999995
2349,3,0.42189,0.4164,0.41985,en_subtitles,2,1024,0.0034500000000000086,0.005489999999999995
2350,3,0.42189,0.4164,0.42191,en_subtitles,2,2048,0.005510000000000015,0.005489999999999995
2351,3,0.42189,0.4164,0.42133,en_subtitles,2,4096,0.00492999999999999,0.005489999999999995
2352,3,0.42189,0.4164,0.42102,en_subtitles,2,8192,0.004620000000000013,0.005489999999999995
2353,3,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2354,4,0.42189,0.4164,0.21072,en_subtitles,2,16,-0.20568,0.005489999999999995
2355,4,0.42189,0.4164,0.36291,en_subtitles,2,32,-0.05348999999999998,0.005489999999999995
2356,4,0.42189,0.4164,0.41897,en_subtitles,2,64,0.0025700000000000167,0.005489999999999995
2357,4,0.42189,0.4164,0.41311,en_subtitles,2,128,-0.003290000000000015,0.005489999999999995
2358,4,0.42189,0.4164,0.42169,en_subtitles,2,256,0.005290000000000017,0.005489999999999995
2359,4,0.42189,0.4164,0.42188,en_subtitles,2,512,0.005479999999999985,0.005489999999999995
2360,4,0.42189,0.4164,0.42134,en_subtitles,2,1024,0.00494,0.005489999999999995
2361,4,0.42189,0.4164,0.42114,en_subtitles,2,2048,0.004740000000000022,0.005489999999999995
2362,4,0.42189,0.4164,0.42105,en_subtitles,2,4096,0.0046499999999999875,0.005489999999999995
2363,4,0.42189,0.4164,0.42136,en_subtitles,2,8192,0.00496000000000002,0.005489999999999995
2364,4,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2365,5,0.42189,0.4164,0.41632,en_subtitles,2,16,-7.999999999996898e-05,0.005489999999999995
2366,5,0.42189,0.4164,0.26673,en_subtitles,2,32,-0.14966999999999997,0.005489999999999995
2367,5,0.42189,0.4164,0.41709,en_subtitles,2,64,0.0006900000000000239,0.005489999999999995
2368,5,0.42189,0.4164,0.41868,en_subtitles,2,128,0.0022800000000000042,0.005489999999999995
2369,5,0.42189,0.4164,0.42164,en_subtitles,2,256,0.005240000000000022,0.005489999999999995
2370,5,0.42189,0.4164,0.42173,en_subtitles,2,512,0.005330000000000001,0.005489999999999995
2371,5,0.42189,0.4164,0.42185,en_subtitles,2,1024,0.00545000000000001,0.005489999999999995
2372,5,0.42189,0.4164,0.42122,en_subtitles,2,2048,0.004819999999999991,0.005489999999999995
2373,5,0.42189,0.4164,0.42139,en_subtitles,2,4096,0.0049899999999999944,0.005489999999999995
2374,5,0.42189,0.4164,0.42104,en_subtitles,2,8192,0.004640000000000033,0.005489999999999995
2375,5,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2376,6,0.42189,0.4164,0.42187,en_subtitles,2,16,0.00547000000000003,0.005489999999999995
2377,6,0.42189,0.4164,0.42037,en_subtitles,2,32,0.003970000000000029,0.005489999999999995
2378,6,0.42189,0.4164,0.4126,en_subtitles,2,64,-0.00379999999999997,0.005489999999999995
2379,6,0.42189,0.4164,0.41802,en_subtitles,2,128,0.0016200000000000103,0.005489999999999995
2380,6,0.42189,0.4164,0.41933,en_subtitles,2,256,0.002929999999999988,0.005489999999999995
2381,6,0.42189,0.4164,0.41886,en_subtitles,2,512,0.0024600000000000177,0.005489999999999995
2382,6,0.42189,0.4164,0.42105,en_subtitles,2,1024,0.0046499999999999875,0.005489999999999995
2383,6,0.42189,0.4164,0.42162,en_subtitles,2,2048,0.005220000000000002,0.005489999999999995
2384,6,0.42189,0.4164,0.42051,en_subtitles,2,4096,0.0041100000000000025,0.005489999999999995
2385,6,0.42189,0.4164,0.4214,en_subtitles,2,8192,0.0050000000000000044,0.005489999999999995
2386,6,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2387,7,0.42189,0.4164,0.41583,en_subtitles,2,16,-0.0005700000000000149,0.005489999999999995
2388,7,0.42189,0.4164,0.40069,en_subtitles,2,32,-0.015710000000000002,0.005489999999999995
2389,7,0.42189,0.4164,0.42162,en_subtitles,2,64,0.005220000000000002,0.005489999999999995
2390,7,0.42189,0.4164,0.41381,en_subtitles,2,128,-0.002589999999999981,0.005489999999999995
2391,7,0.42189,0.4164,0.42181,en_subtitles,2,256,0.005410000000000026,0.005489999999999995
2392,7,0.42189,0.4164,0.42169,en_subtitles,2,512,0.005290000000000017,0.005489999999999995
2393,7,0.42189,0.4164,0.4213,en_subtitles,2,1024,0.0049000000000000155,0.005489999999999995
2394,7,0.42189,0.4164,0.42159,en_subtitles,2,2048,0.005190000000000028,0.005489999999999995
2395,7,0.42189,0.4164,0.42142,en_subtitles,2,4096,0.0050200000000000244,0.005489999999999995
2396,7,0.42189,0.4164,0.42143,en_subtitles,2,8192,0.0050300000000000344,0.005489999999999995
2397,7,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2398,8,0.42189,0.4164,0.41281,en_subtitles,2,16,-0.003589999999999982,0.005489999999999995
2399,8,0.42189,0.4164,0.4091,en_subtitles,2,32,-0.007299999999999973,0.005489999999999995
2400,8,0.42189,0.4164,0.41137,en_subtitles,2,64,-0.005029999999999979,0.005489999999999995
2401,8,0.42189,0.4164,0.42064,en_subtitles,2,128,0.0042400000000000215,0.005489999999999995
2402,8,0.42189,0.4164,0.42173,en_subtitles,2,256,0.005330000000000001,0.005489999999999995
2403,8,0.42189,0.4164,0.41867,en_subtitles,2,512,0.0022699999999999942,0.005489999999999995
2404,8,0.42189,0.4164,0.42029,en_subtitles,2,1024,0.0038900000000000046,0.005489999999999995
2405,8,0.42189,0.4164,0.42102,en_subtitles,2,2048,0.004620000000000013,0.005489999999999995
2406,8,0.42189,0.4164,0.42127,en_subtitles,2,4096,0.0048699999999999855,0.005489999999999995
2407,8,0.42189,0.4164,0.4215,en_subtitles,2,8192,0.005099999999999993,0.005489999999999995
2408,8,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2409,9,0.42189,0.4164,0.32546,en_subtitles,2,16,-0.09093999999999997,0.005489999999999995
2410,9,0.42189,0.4164,0.41374,en_subtitles,2,32,-0.0026599999999999957,0.005489999999999995
2411,9,0.42189,0.4164,0.42191,en_subtitles,2,64,0.005510000000000015,0.005489999999999995
2412,9,0.42189,0.4164,0.42178,en_subtitles,2,128,0.005379999999999996,0.005489999999999995
2413,9,0.42189,0.4164,0.42116,en_subtitles,2,256,0.0047599999999999865,0.005489999999999995
2414,9,0.42189,0.4164,0.41906,en_subtitles,2,512,0.0026599999999999957,0.005489999999999995
2415,9,0.42189,0.4164,0.42088,en_subtitles,2,1024,0.004479999999999984,0.005489999999999995
2416,9,0.42189,0.4164,0.42151,en_subtitles,2,2048,0.005110000000000003,0.005489999999999995
2417,9,0.42189,0.4164,0.42136,en_subtitles,2,4096,0.00496000000000002,0.005489999999999995
2418,9,0.42189,0.4164,0.42154,en_subtitles,2,8192,0.005140000000000033,0.005489999999999995
2419,9,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2420,10,0.42189,0.4164,0.37324,en_subtitles,2,16,-0.043159999999999976,0.005489999999999995
2421,10,0.42189,0.4164,0.42056,en_subtitles,2,32,0.004159999999999997,0.005489999999999995
2422,10,0.42189,0.4164,0.40102,en_subtitles,2,64,-0.015380000000000005,0.005489999999999995
2423,10,0.42189,0.4164,0.42189,en_subtitles,2,128,0.005489999999999995,0.005489999999999995
2424,10,0.42189,0.4164,0.41682,en_subtitles,2,256,0.00042000000000003146,0.005489999999999995
2425,10,0.42189,0.4164,0.42191,en_subtitles,2,512,0.005510000000000015,0.005489999999999995
2426,10,0.42189,0.4164,0.42104,en_subtitles,2,1024,0.004640000000000033,0.005489999999999995
2427,10,0.42189,0.4164,0.42114,en_subtitles,2,2048,0.004740000000000022,0.005489999999999995
2428,10,0.42189,0.4164,0.42151,en_subtitles,2,4096,0.005110000000000003,0.005489999999999995
2429,10,0.42189,0.4164,0.42087,en_subtitles,2,8192,0.0044700000000000295,0.005489999999999995
2430,10,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2431,11,0.42189,0.4164,0.42136,en_subtitles,2,16,0.00496000000000002,0.005489999999999995
2432,11,0.42189,0.4164,0.42165,en_subtitles,2,32,0.005250000000000032,0.005489999999999995
2433,11,0.42189,0.4164,0.42033,en_subtitles,2,64,0.003929999999999989,0.005489999999999995
2434,11,0.42189,0.4164,0.42163,en_subtitles,2,128,0.005230000000000012,0.005489999999999995
2435,11,0.42189,0.4164,0.42144,en_subtitles,2,256,0.005039999999999989,0.005489999999999995
2436,11,0.42189,0.4164,0.42142,en_subtitles,2,512,0.0050200000000000244,0.005489999999999995
2437,11,0.42189,0.4164,0.42067,en_subtitles,2,1024,0.004269999999999996,0.005489999999999995
2438,11,0.42189,0.4164,0.42091,en_subtitles,2,2048,0.004510000000000014,0.005489999999999995
2439,11,0.42189,0.4164,0.42051,en_subtitles,2,4096,0.0041100000000000025,0.005489999999999995
2440,11,0.42189,0.4164,0.42116,en_subtitles,2,8192,0.0047599999999999865,0.005489999999999995
2441,11,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2442,12,0.42189,0.4164,0.40555,en_subtitles,2,16,-0.01084999999999997,0.005489999999999995
2443,12,0.42189,0.4164,0.3825,en_subtitles,2,32,-0.033899999999999986,0.005489999999999995
2444,12,0.42189,0.4164,0.41121,en_subtitles,2,64,-0.005189999999999972,0.005489999999999995
2445,12,0.42189,0.4164,0.42185,en_subtitles,2,128,0.00545000000000001,0.005489999999999995
2446,12,0.42189,0.4164,0.42184,en_subtitles,2,256,0.00544,0.005489999999999995
2447,12,0.42189,0.4164,0.4219,en_subtitles,2,512,0.005500000000000005,0.005489999999999995
2448,12,0.42189,0.4164,0.41924,en_subtitles,2,1024,0.002840000000000009,0.005489999999999995
2449,12,0.42189,0.4164,0.4214,en_subtitles,2,2048,0.0050000000000000044,0.005489999999999995
2450,12,0.42189,0.4164,0.42167,en_subtitles,2,4096,0.005269999999999997,0.005489999999999995
2451,12,0.42189,0.4164,0.42144,en_subtitles,2,8192,0.005039999999999989,0.005489999999999995
2452,12,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2453,13,0.42189,0.4164,0.41671,en_subtitles,2,16,0.00031000000000003247,0.005489999999999995
2454,13,0.42189,0.4164,0.3758,en_subtitles,2,32,-0.04059999999999997,0.005489999999999995
2455,13,0.42189,0.4164,0.42033,en_subtitles,2,64,0.003929999999999989,0.005489999999999995
2456,13,0.42189,0.4164,0.41301,en_subtitles,2,128,-0.003390000000000004,0.005489999999999995
2457,13,0.42189,0.4164,0.42091,en_subtitles,2,256,0.004510000000000014,0.005489999999999995
2458,13,0.42189,0.4164,0.4218,en_subtitles,2,512,0.005400000000000016,0.005489999999999995
2459,13,0.42189,0.4164,0.42171,en_subtitles,2,1024,0.005309999999999981,0.005489999999999995
2460,13,0.42189,0.4164,0.42081,en_subtitles,2,2048,0.004410000000000025,0.005489999999999995
2461,13,0.42189,0.4164,0.42134,en_subtitles,2,4096,0.00494,0.005489999999999995
2462,13,0.42189,0.4164,0.42131,en_subtitles,2,8192,0.0049100000000000255,0.005489999999999995
2463,13,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2464,14,0.42189,0.4164,0.38092,en_subtitles,2,16,-0.03548000000000001,0.005489999999999995
2465,14,0.42189,0.4164,0.41762,en_subtitles,2,32,0.0012199999999999989,0.005489999999999995
2466,14,0.42189,0.4164,0.42024,en_subtitles,2,64,0.00384000000000001,0.005489999999999995
2467,14,0.42189,0.4164,0.4174,en_subtitles,2,128,0.0010000000000000009,0.005489999999999995
2468,14,0.42189,0.4164,0.42187,en_subtitles,2,256,0.00547000000000003,0.005489999999999995
2469,14,0.42189,0.4164,0.42178,en_subtitles,2,512,0.005379999999999996,0.005489999999999995
2470,14,0.42189,0.4164,0.41988,en_subtitles,2,1024,0.003479999999999983,0.005489999999999995
2471,14,0.42189,0.4164,0.42155,en_subtitles,2,2048,0.005149999999999988,0.005489999999999995
2472,14,0.42189,0.4164,0.4214,en_subtitles,2,4096,0.0050000000000000044,0.005489999999999995
2473,14,0.42189,0.4164,0.42123,en_subtitles,2,8192,0.004830000000000001,0.005489999999999995
2474,14,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2475,15,0.42189,0.4164,0.42126,en_subtitles,2,16,0.004860000000000031,0.005489999999999995
2476,15,0.42189,0.4164,0.41408,en_subtitles,2,32,-0.0023199999999999887,0.005489999999999995
2477,15,0.42189,0.4164,0.42159,en_subtitles,2,64,0.005190000000000028,0.005489999999999995
2478,15,0.42189,0.4164,0.41984,en_subtitles,2,128,0.0034399999999999986,0.005489999999999995
2479,15,0.42189,0.4164,0.42161,en_subtitles,2,256,0.005209999999999992,0.005489999999999995
2480,15,0.42189,0.4164,0.42112,en_subtitles,2,512,0.004720000000000002,0.005489999999999995
2481,15,0.42189,0.4164,0.42191,en_subtitles,2,1024,0.005510000000000015,0.005489999999999995
2482,15,0.42189,0.4164,0.42124,en_subtitles,2,2048,0.004840000000000011,0.005489999999999995
2483,15,0.42189,0.4164,0.42134,en_subtitles,2,4096,0.00494,0.005489999999999995
2484,15,0.42189,0.4164,0.42145,en_subtitles,2,8192,0.005049999999999999,0.005489999999999995
2485,15,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2486,16,0.42189,0.4164,0.41469,en_subtitles,2,16,-0.0017099999999999893,0.005489999999999995
2487,16,0.42189,0.4164,0.42188,en_subtitles,2,32,0.005479999999999985,0.005489999999999995
2488,16,0.42189,0.4164,0.41104,en_subtitles,2,64,-0.005359999999999976,0.005489999999999995
2489,16,0.42189,0.4164,0.41769,en_subtitles,2,128,0.0012900000000000134,0.005489999999999995
2490,16,0.42189,0.4164,0.42009,en_subtitles,2,256,0.0036900000000000266,0.005489999999999995
2491,16,0.42189,0.4164,0.4219,en_subtitles,2,512,0.005500000000000005,0.005489999999999995
2492,16,0.42189,0.4164,0.42174,en_subtitles,2,1024,0.005340000000000011,0.005489999999999995
2493,16,0.42189,0.4164,0.42177,en_subtitles,2,2048,0.005369999999999986,0.005489999999999995
2494,16,0.42189,0.4164,0.42139,en_subtitles,2,4096,0.0049899999999999944,0.005489999999999995
2495,16,0.42189,0.4164,0.4214,en_subtitles,2,8192,0.0050000000000000044,0.005489999999999995
2496,16,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2497,17,0.42189,0.4164,0.36755,en_subtitles,2,16,-0.048850000000000005,0.005489999999999995
2498,17,0.42189,0.4164,0.3659,en_subtitles,2,32,-0.05049999999999999,0.005489999999999995
2499,17,0.42189,0.4164,0.41985,en_subtitles,2,64,0.0034500000000000086,0.005489999999999995
2500,17,0.42189,0.4164,0.42103,en_subtitles,2,128,0.004630000000000023,0.005489999999999995
2501,17,0.42189,0.4164,0.41961,en_subtitles,2,256,0.0032099999999999906,0.005489999999999995
2502,17,0.42189,0.4164,0.41971,en_subtitles,2,512,0.003310000000000035,0.005489999999999995
2503,17,0.42189,0.4164,0.41986,en_subtitles,2,1024,0.0034600000000000186,0.005489999999999995
2504,17,0.42189,0.4164,0.42135,en_subtitles,2,2048,0.00495000000000001,0.005489999999999995
2505,17,0.42189,0.4164,0.42174,en_subtitles,2,4096,0.005340000000000011,0.005489999999999995
2506,17,0.42189,0.4164,0.42101,en_subtitles,2,8192,0.004610000000000003,0.005489999999999995
2507,17,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2508,18,0.42189,0.4164,0.41954,en_subtitles,2,16,0.0031400000000000317,0.005489999999999995
2509,18,0.42189,0.4164,0.40958,en_subtitles,2,32,-0.006819999999999993,0.005489999999999995
2510,18,0.42189,0.4164,0.41968,en_subtitles,2,64,0.003280000000000005,0.005489999999999995
2511,18,0.42189,0.4164,0.4218,en_subtitles,2,128,0.005400000000000016,0.005489999999999995
2512,18,0.42189,0.4164,0.42189,en_subtitles,2,256,0.005489999999999995,0.005489999999999995
2513,18,0.42189,0.4164,0.42086,en_subtitles,2,512,0.0044600000000000195,0.005489999999999995
2514,18,0.42189,0.4164,0.4207,en_subtitles,2,1024,0.004300000000000026,0.005489999999999995
2515,18,0.42189,0.4164,0.42015,en_subtitles,2,2048,0.003750000000000031,0.005489999999999995
2516,18,0.42189,0.4164,0.42135,en_subtitles,2,4096,0.00495000000000001,0.005489999999999995
2517,18,0.42189,0.4164,0.42157,en_subtitles,2,8192,0.005170000000000008,0.005489999999999995
2518,18,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2519,19,0.42189,0.4164,0.29589,en_subtitles,2,16,-0.12051,0.005489999999999995
2520,19,0.42189,0.4164,0.41484,en_subtitles,2,32,-0.0015600000000000058,0.005489999999999995
2521,19,0.42189,0.4164,0.41716,en_subtitles,2,64,0.0007599999999999829,0.005489999999999995
2522,19,0.42189,0.4164,0.41925,en_subtitles,2,128,0.002850000000000019,0.005489999999999995
2523,19,0.42189,0.4164,0.42156,en_subtitles,2,256,0.005159999999999998,0.005489999999999995
2524,19,0.42189,0.4164,0.41994,en_subtitles,2,512,0.0035399999999999876,0.005489999999999995
2525,19,0.42189,0.4164,0.4219,en_subtitles,2,1024,0.005500000000000005,0.005489999999999995
2526,19,0.42189,0.4164,0.42098,en_subtitles,2,2048,0.0045800000000000285,0.005489999999999995
2527,19,0.42189,0.4164,0.42124,en_subtitles,2,4096,0.004840000000000011,0.005489999999999995
2528,19,0.42189,0.4164,0.42114,en_subtitles,2,8192,0.004740000000000022,0.005489999999999995
2529,19,0.42189,0.4164,0.42126,en_subtitles,2,20615,0.004860000000000031,0.005489999999999995
2530,20,0.42189,0.4164,0.39869,en_subtitles,2,16,-0.017710000000000004,0.005489999999999995
2531,20,0.42189,0.4164,0.38736,en_subtitles,2,32,-0.02904000000000001,0.005489999999999995
2532,20,0.42189,0.4164,0.40359,en_subtitles,2,64,-0.012809999999999988,0.005489999999999995
2533,20,0.42189,0.4164,0.40555,en_subtitles,2,128,-0.01084999999999997,0.005489999999999995
2534,20,0.42189,0.4164,0.42185,en_subtitles,2,256,0.00545000000000001,0.005489999999999995
2535,20,0.42189,0.4164,0.42186,en_subtitles,2,512,0.00546000000000002,0.005489999999999995
2536,20,0.42189,0.4164,0.42118,en_subtitles,2,1024,0.0047800000000000065,0.005489999999999995
