,sim,lda,freq,lda_log_freq_1,corpus,n_comp,size,delta,delta_max
3813,16,0.44134,0.4164,0.43281,en_subtitles,6,2048,0.01640999999999998,0.024940000000000018
3814,16,0.44134,0.4164,0.43022,en_subtitles,6,4096,0.013819999999999999,0.024940000000000018
3815,16,0.44134,0.4164,0.42965,en_subtitles,6,8192,0.013249999999999984,0.024940000000000018
3816,16,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3817,17,0.44134,0.4164,0.39047,en_subtitles,6,16,-0.02593000000000001,0.024940000000000018
3818,17,0.44134,0.4164,0.41419,en_subtitles,6,32,-0.0022099999999999898,0.024940000000000018
3819,17,0.44134,0.4164,0.41458,en_subtitles,6,64,-0.0018199999999999883,0.024940000000000018
3820,17,0.44134,0.4164,0.42073,en_subtitles,6,128,0.0043300000000000005,0.024940000000000018
3821,17,0.44134,0.4164,0.42759,en_subtitles,6,256,0.011190000000000033,0.024940000000000018
3822,17,0.44134,0.4164,0.42943,en_subtitles,6,512,0.013029999999999986,0.024940000000000018
3823,17,0.44134,0.4164,0.43091,en_subtitles,6,1024,0.014510000000000023,0.024940000000000018
3824,17,0.44134,0.4164,0.42795,en_subtitles,6,2048,0.011550000000000005,0.024940000000000018
3825,17,0.44134,0.4164,0.43202,en_subtitles,6,4096,0.015620000000000023,0.024940000000000018
3826,17,0.44134,0.4164,0.42933,en_subtitles,6,8192,0.012929999999999997,0.024940000000000018
3827,17,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3828,18,0.44134,0.4164,0.36777,en_subtitles,6,16,-0.04863000000000001,0.024940000000000018
3829,18,0.44134,0.4164,0.39115,en_subtitles,6,32,-0.025249999999999995,0.024940000000000018
3830,18,0.44134,0.4164,0.42442,en_subtitles,6,64,0.008020000000000027,0.024940000000000018
3831,18,0.44134,0.4164,0.42176,en_subtitles,6,128,0.005360000000000031,0.024940000000000018
3832,18,0.44134,0.4164,0.42567,en_subtitles,6,256,0.00927,0.024940000000000018
3833,18,0.44134,0.4164,0.42935,en_subtitles,6,512,0.012950000000000017,0.024940000000000018
3834,18,0.44134,0.4164,0.42481,en_subtitles,6,1024,0.008410000000000029,0.024940000000000018
3835,18,0.44134,0.4164,0.43297,en_subtitles,6,2048,0.01657000000000003,0.024940000000000018
3836,18,0.44134,0.4164,0.42925,en_subtitles,6,4096,0.012850000000000028,0.024940000000000018
3837,18,0.44134,0.4164,0.43023,en_subtitles,6,8192,0.013830000000000009,0.024940000000000018
3838,18,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3839,19,0.44134,0.4164,0.3858,en_subtitles,6,16,-0.030600000000000016,0.024940000000000018
3840,19,0.44134,0.4164,0.38993,en_subtitles,6,32,-0.026469999999999994,0.024940000000000018
3841,19,0.44134,0.4164,0.36584,en_subtitles,6,64,-0.050559999999999994,0.024940000000000018
3842,19,0.44134,0.4164,0.41342,en_subtitles,6,128,-0.0029799999999999827,0.024940000000000018
3843,19,0.44134,0.4164,0.42718,en_subtitles,6,256,0.010780000000000012,0.024940000000000018
3844,19,0.44134,0.4164,0.42601,en_subtitles,6,512,0.009610000000000007,0.024940000000000018
3845,19,0.44134,0.4164,0.42855,en_subtitles,6,1024,0.012149999999999994,0.024940000000000018
3846,19,0.44134,0.4164,0.42849,en_subtitles,6,2048,0.01208999999999999,0.024940000000000018
3847,19,0.44134,0.4164,0.42765,en_subtitles,6,4096,0.011249999999999982,0.024940000000000018
3848,19,0.44134,0.4164,0.42815,en_subtitles,6,8192,0.011749999999999983,0.024940000000000018
3849,19,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3850,20,0.44134,0.4164,0.39244,en_subtitles,6,16,-0.02395999999999998,0.024940000000000018
3851,20,0.44134,0.4164,0.35004,en_subtitles,6,32,-0.06635999999999997,0.024940000000000018
3852,20,0.44134,0.4164,0.39316,en_subtitles,6,64,-0.023239999999999983,0.024940000000000018
3853,20,0.44134,0.4164,0.42931,en_subtitles,6,128,0.012910000000000033,0.024940000000000018
3854,20,0.44134,0.4164,0.41538,en_subtitles,6,256,-0.0010199999999999654,0.024940000000000018
3855,20,0.44134,0.4164,0.42977,en_subtitles,6,512,0.013369999999999993,0.024940000000000018
3856,20,0.44134,0.4164,0.42845,en_subtitles,6,1024,0.012050000000000005,0.024940000000000018
3857,20,0.44134,0.4164,0.42481,en_subtitles,6,2048,0.008410000000000029,0.024940000000000018
3858,20,0.44134,0.4164,0.42897,en_subtitles,6,4096,0.012570000000000026,0.024940000000000018
3859,20,0.44134,0.4164,0.42893,en_subtitles,6,8192,0.012529999999999986,0.024940000000000018
3860,20,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3861,21,0.44134,0.4164,0.3523,en_subtitles,6,16,-0.06409999999999999,0.024940000000000018
3862,21,0.44134,0.4164,0.4067,en_subtitles,6,32,-0.009699999999999986,0.024940000000000018
3863,21,0.44134,0.4164,0.37298,en_subtitles,6,64,-0.043420000000000014,0.024940000000000018
3864,21,0.44134,0.4164,0.43747,en_subtitles,6,128,0.021070000000000033,0.024940000000000018
3865,21,0.44134,0.4164,0.4059,en_subtitles,6,256,-0.01050000000000001,0.024940000000000018
3866,21,0.44134,0.4164,0.41191,en_subtitles,6,512,-0.004489999999999994,0.024940000000000018
3867,21,0.44134,0.4164,0.42341,en_subtitles,6,1024,0.007010000000000016,0.024940000000000018
3868,21,0.44134,0.4164,0.42406,en_subtitles,6,2048,0.00766,0.024940000000000018
3869,21,0.44134,0.4164,0.42959,en_subtitles,6,4096,0.013190000000000035,0.024940000000000018
3870,21,0.44134,0.4164,0.43136,en_subtitles,6,8192,0.014960000000000029,0.024940000000000018
3871,21,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3872,22,0.44134,0.4164,0.31794,en_subtitles,6,16,-0.09845999999999999,0.024940000000000018
3873,22,0.44134,0.4164,0.29998,en_subtitles,6,32,-0.11641999999999997,0.024940000000000018
3874,22,0.44134,0.4164,0.38397,en_subtitles,6,64,-0.032430000000000014,0.024940000000000018
3875,22,0.44134,0.4164,0.42845,en_subtitles,6,128,0.012050000000000005,0.024940000000000018
3876,22,0.44134,0.4164,0.40864,en_subtitles,6,256,-0.007759999999999989,0.024940000000000018
3877,22,0.44134,0.4164,0.41484,en_subtitles,6,512,-0.0015600000000000058,0.024940000000000018
3878,22,0.44134,0.4164,0.41988,en_subtitles,6,1024,0.003479999999999983,0.024940000000000018
3879,22,0.44134,0.4164,0.43125,en_subtitles,6,2048,0.01485000000000003,0.024940000000000018
3880,22,0.44134,0.4164,0.43084,en_subtitles,6,4096,0.014440000000000008,0.024940000000000018
3881,22,0.44134,0.4164,0.42836,en_subtitles,6,8192,0.011960000000000026,0.024940000000000018
3882,22,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3883,23,0.44134,0.4164,0.32661,en_subtitles,6,16,-0.08978999999999998,0.024940000000000018
3884,23,0.44134,0.4164,0.41048,en_subtitles,6,32,-0.005919999999999981,0.024940000000000018
3885,23,0.44134,0.4164,0.42583,en_subtitles,6,64,0.009429999999999994,0.024940000000000018
3886,23,0.44134,0.4164,0.42953,en_subtitles,6,128,0.01313000000000003,0.024940000000000018
3887,23,0.44134,0.4164,0.41368,en_subtitles,6,256,-0.00272,0.024940000000000018
3888,23,0.44134,0.4164,0.43505,en_subtitles,6,512,0.01865,0.024940000000000018
3889,23,0.44134,0.4164,0.42737,en_subtitles,6,1024,0.010970000000000035,0.024940000000000018
3890,23,0.44134,0.4164,0.42748,en_subtitles,6,2048,0.011080000000000034,0.024940000000000018
3891,23,0.44134,0.4164,0.42795,en_subtitles,6,4096,0.011550000000000005,0.024940000000000018
3892,23,0.44134,0.4164,0.42753,en_subtitles,6,8192,0.011130000000000029,0.024940000000000018
3893,23,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3894,24,0.44134,0.4164,0.32814,en_subtitles,6,16,-0.08826,0.024940000000000018
3895,24,0.44134,0.4164,0.41425,en_subtitles,6,32,-0.0021499999999999853,0.024940000000000018
3896,24,0.44134,0.4164,0.42369,en_subtitles,6,64,0.007290000000000019,0.024940000000000018
3897,24,0.44134,0.4164,0.39373,en_subtitles,6,128,-0.022669999999999968,0.024940000000000018
3898,24,0.44134,0.4164,0.42587,en_subtitles,6,256,0.009470000000000034,0.024940000000000018
3899,24,0.44134,0.4164,0.43664,en_subtitles,6,512,0.02023999999999998,0.024940000000000018
3900,24,0.44134,0.4164,0.41966,en_subtitles,6,1024,0.003259999999999985,0.024940000000000018
3901,24,0.44134,0.4164,0.42975,en_subtitles,6,2048,0.013350000000000029,0.024940000000000018
3902,24,0.44134,0.4164,0.43221,en_subtitles,6,4096,0.01580999999999999,0.024940000000000018
3903,24,0.44134,0.4164,0.42864,en_subtitles,6,8192,0.012240000000000029,0.024940000000000018
3904,24,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3905,25,0.44134,0.4164,0.34882,en_subtitles,6,16,-0.06757999999999997,0.024940000000000018
3906,25,0.44134,0.4164,0.34405,en_subtitles,6,32,-0.07234999999999997,0.024940000000000018
3907,25,0.44134,0.4164,0.42541,en_subtitles,6,64,0.009010000000000018,0.024940000000000018
3908,25,0.44134,0.4164,0.42196,en_subtitles,6,128,0.005560000000000009,0.024940000000000018
3909,25,0.44134,0.4164,0.42631,en_subtitles,6,256,0.00991000000000003,0.024940000000000018
3910,25,0.44134,0.4164,0.42751,en_subtitles,6,512,0.011110000000000009,0.024940000000000018
3911,25,0.44134,0.4164,0.42376,en_subtitles,6,1024,0.007360000000000033,0.024940000000000018
3912,25,0.44134,0.4164,0.43149,en_subtitles,6,2048,0.015089999999999992,0.024940000000000018
3913,25,0.44134,0.4164,0.42747,en_subtitles,6,4096,0.011070000000000024,0.024940000000000018
3914,25,0.44134,0.4164,0.43037,en_subtitles,6,8192,0.013969999999999982,0.024940000000000018
3915,25,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3916,26,0.44134,0.4164,0.28028,en_subtitles,6,16,-0.13612000000000002,0.024940000000000018
3917,26,0.44134,0.4164,0.38019,en_subtitles,6,32,-0.03621000000000002,0.024940000000000018
3918,26,0.44134,0.4164,0.42735,en_subtitles,6,64,0.010950000000000015,0.024940000000000018
3919,26,0.44134,0.4164,0.4147,en_subtitles,6,128,-0.0016999999999999793,0.024940000000000018
3920,26,0.44134,0.4164,0.42602,en_subtitles,6,256,0.009620000000000017,0.024940000000000018
3921,26,0.44134,0.4164,0.42305,en_subtitles,6,512,0.006649999999999989,0.024940000000000018
3922,26,0.44134,0.4164,0.42576,en_subtitles,6,1024,0.009360000000000035,0.024940000000000018
3923,26,0.44134,0.4164,0.42558,en_subtitles,6,2048,0.009180000000000021,0.024940000000000018
3924,26,0.44134,0.4164,0.42868,en_subtitles,6,4096,0.012280000000000013,0.024940000000000018
3925,26,0.44134,0.4164,0.42854,en_subtitles,6,8192,0.012139999999999984,0.024940000000000018
3926,26,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3927,27,0.44134,0.4164,0.22777,en_subtitles,6,16,-0.18863,0.024940000000000018
3928,27,0.44134,0.4164,0.4279,en_subtitles,6,32,0.01150000000000001,0.024940000000000018
3929,27,0.44134,0.4164,0.40632,en_subtitles,6,64,-0.010079999999999978,0.024940000000000018
3930,27,0.44134,0.4164,0.42212,en_subtitles,6,128,0.005720000000000003,0.024940000000000018
3931,27,0.44134,0.4164,0.40324,en_subtitles,6,256,-0.013160000000000005,0.024940000000000018
3932,27,0.44134,0.4164,0.41343,en_subtitles,6,512,-0.0029699999999999727,0.024940000000000018
3933,27,0.44134,0.4164,0.42311,en_subtitles,6,1024,0.006709999999999994,0.024940000000000018
3934,27,0.44134,0.4164,0.42755,en_subtitles,6,2048,0.011149999999999993,0.024940000000000018
3935,27,0.44134,0.4164,0.42831,en_subtitles,6,4096,0.011910000000000032,0.024940000000000018
3936,27,0.44134,0.4164,0.4299,en_subtitles,6,8192,0.013500000000000012,0.024940000000000018
3937,27,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3938,28,0.44134,0.4164,0.32293,en_subtitles,6,16,-0.09347,0.024940000000000018
3939,28,0.44134,0.4164,0.20639,en_subtitles,6,32,-0.21001,0.024940000000000018
3940,28,0.44134,0.4164,0.39754,en_subtitles,6,64,-0.018859999999999988,0.024940000000000018
3941,28,0.44134,0.4164,0.41904,en_subtitles,6,128,0.002640000000000031,0.024940000000000018
3942,28,0.44134,0.4164,0.42896,en_subtitles,6,256,0.012560000000000016,0.024940000000000018
3943,28,0.44134,0.4164,0.43196,en_subtitles,6,512,0.015560000000000018,0.024940000000000018
3944,28,0.44134,0.4164,0.43076,en_subtitles,6,1024,0.014359999999999984,0.024940000000000018
3945,28,0.44134,0.4164,0.42897,en_subtitles,6,2048,0.012570000000000026,0.024940000000000018
3946,28,0.44134,0.4164,0.42778,en_subtitles,6,4096,0.011380000000000001,0.024940000000000018
3947,28,0.44134,0.4164,0.43,en_subtitles,6,8192,0.013600000000000001,0.024940000000000018
3948,28,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3949,29,0.44134,0.4164,0.39632,en_subtitles,6,16,-0.020079999999999987,0.024940000000000018
3950,29,0.44134,0.4164,0.38908,en_subtitles,6,32,-0.02732000000000001,0.024940000000000018
3951,29,0.44134,0.4164,0.41164,en_subtitles,6,64,-0.0047599999999999865,0.024940000000000018
3952,29,0.44134,0.4164,0.40125,en_subtitles,6,128,-0.015149999999999997,0.024940000000000018
3953,29,0.44134,0.4164,0.41834,en_subtitles,6,256,0.0019399999999999973,0.024940000000000018
3954,29,0.44134,0.4164,0.4239,en_subtitles,6,512,0.007500000000000007,0.024940000000000018
3955,29,0.44134,0.4164,0.43003,en_subtitles,6,1024,0.013630000000000031,0.024940000000000018
3956,29,0.44134,0.4164,0.43207,en_subtitles,6,2048,0.015670000000000017,0.024940000000000018
3957,29,0.44134,0.4164,0.42713,en_subtitles,6,4096,0.010730000000000017,0.024940000000000018
3958,29,0.44134,0.4164,0.43073,en_subtitles,6,8192,0.01433000000000001,0.024940000000000018
3959,29,0.44134,0.4164,0.42965,en_subtitles,6,20615,0.013249999999999984,0.024940000000000018
3960,0,0.44087,0.4164,0.35766,en_subtitles,7,16,-0.058740000000000014,0.024469999999999992
3961,0,0.44087,0.4164,0.31079,en_subtitles,7,32,-0.10560999999999998,0.024469999999999992
3962,0,0.44087,0.4164,0.41489,en_subtitles,7,64,-0.0015100000000000113,0.024469999999999992
3963,0,0.44087,0.4164,0.41683,en_subtitles,7,128,0.00042999999999998595,0.024469999999999992
3964,0,0.44087,0.4164,0.40846,en_subtitles,7,256,-0.007940000000000003,0.024469999999999992
3965,0,0.44087,0.4164,0.42938,en_subtitles,7,512,0.012979999999999992,0.024469999999999992
3966,0,0.44087,0.4164,0.43075,en_subtitles,7,1024,0.01435000000000003,0.024469999999999992
3967,0,0.44087,0.4164,0.43029,en_subtitles,7,2048,0.013890000000000013,0.024469999999999992
3968,0,0.44087,0.4164,0.42885,en_subtitles,7,4096,0.012450000000000017,0.024469999999999992
3969,0,0.44087,0.4164,0.42907,en_subtitles,7,8192,0.012670000000000015,0.024469999999999992
3970,0,0.44087,0.4164,0.43015,en_subtitles,7,20615,0.013749999999999984,0.024469999999999992
3971,1,0.44087,0.4164,0.29557,en_subtitles,7,16,-0.12082999999999999,0.024469999999999992
3972,1,0.44087,0.4164,0.3927,en_subtitles,7,32,-0.0237,0.024469999999999992
3973,1,0.44087,0.4164,0.38392,en_subtitles,7,64,-0.03248000000000001,0.024469999999999992
3974,1,0.44087,0.4164,0.39338,en_subtitles,7,128,-0.023019999999999985,0.024469999999999992
3975,1,0.44087,0.4164,0.42402,en_subtitles,7,256,0.007620000000000016,0.024469999999999992
3976,1,0.44087,0.4164,0.43083,en_subtitles,7,512,0.014429999999999998,0.024469999999999992
3977,1,0.44087,0.4164,0.42094,en_subtitles,7,1024,0.0045399999999999885,0.024469999999999992
3978,1,0.44087,0.4164,0.43009,en_subtitles,7,2048,0.01368999999999998,0.024469999999999992
3979,1,0.44087,0.4164,0.42942,en_subtitles,7,4096,0.013020000000000032,0.024469999999999992
3980,1,0.44087,0.4164,0.42952,en_subtitles,7,8192,0.01312000000000002,0.024469999999999992
3981,1,0.44087,0.4164,0.43015,en_subtitles,7,20615,0.013749999999999984,0.024469999999999992
3982,2,0.44087,0.4164,0.27222,en_subtitles,7,16,-0.14417999999999997,0.024469999999999992
3983,2,0.44087,0.4164,0.39791,en_subtitles,7,32,-0.018490000000000006,0.024469999999999992
3984,2,0.44087,0.4164,0.36627,en_subtitles,7,64,-0.05013000000000001,0.024469999999999992
3985,2,0.44087,0.4164,0.38812,en_subtitles,7,128,-0.028279999999999972,0.024469999999999992
3986,2,0.44087,0.4164,0.42001,en_subtitles,7,256,0.003610000000000002,0.024469999999999992
3987,2,0.44087,0.4164,0.42699,en_subtitles,7,512,0.010589999999999988,0.024469999999999992
3988,2,0.44087,0.4164,0.43022,en_subtitles,7,1024,0.013819999999999999,0.024469999999999992
3989,2,0.44087,0.4164,0.42838,en_subtitles,7,2048,0.01197999999999999,0.024469999999999992
3990,2,0.44087,0.4164,0.42934,en_subtitles,7,4096,0.012940000000000007,0.024469999999999992
3991,2,0.44087,0.4164,0.42891,en_subtitles,7,8192,0.012510000000000021,0.024469999999999992
3992,2,0.44087,0.4164,0.43015,en_subtitles,7,20615,0.013749999999999984,0.024469999999999992
3993,3,0.44087,0.4164,0.38388,en_subtitles,7,16,-0.03251999999999999,0.024469999999999992
3994,3,0.44087,0.4164,0.38977,en_subtitles,7,32,-0.026629999999999987,0.024469999999999992
3995,3,0.44087,0.4164,0.41778,en_subtitles,7,64,0.0013799999999999923,0.024469999999999992
3996,3,0.44087,0.4164,0.41166,en_subtitles,7,128,-0.0047399999999999665,0.024469999999999992
3997,3,0.44087,0.4164,0.41903,en_subtitles,7,256,0.002630000000000021,0.024469999999999992
3998,3,0.44087,0.4164,0.42244,en_subtitles,7,512,0.00603999999999999,0.024469999999999992
3999,3,0.44087,0.4164,0.42972,en_subtitles,7,1024,0.013319999999999999,0.024469999999999992
4000,3,0.44087,0.4164,0.4331,en_subtitles,7,2048,0.016699999999999993,0.024469999999999992
4001,3,0.44087,0.4164,0.42998,en_subtitles,7,4096,0.013579999999999981,0.024469999999999992
4002,3,0.44087,0.4164,0.43143,en_subtitles,7,8192,0.015029999999999988,0.024469999999999992
4003,3,0.44087,0.4164,0.43015,en_subtitles,7,20615,0.013749999999999984,0.024469999999999992
4004,4,0.44087,0.4164,0.29132,en_subtitles,7,16,-0.12507999999999997,0.024469999999999992
4005,4,0.44087,0.4164,0.40616,en_subtitles,7,32,-0.010239999999999971,0.024469999999999992
4006,4,0.44087,0.4164,0.4198,en_subtitles,7,64,0.003400000000000014,0.024469999999999992
4007,4,0.44087,0.4164,0.41974,en_subtitles,7,128,0.0033400000000000096,0.024469999999999992
4008,4,0.44087,0.4164,0.42021,en_subtitles,7,256,0.00380999999999998,0.024469999999999992
4009,4,0.44087,0.4164,0.40782,en_subtitles,7,512,-0.008579999999999977,0.024469999999999992
4010,4,0.44087,0.4164,0.42989,en_subtitles,7,1024,0.013490000000000002,0.024469999999999992
4011,4,0.44087,0.4164,0.42649,en_subtitles,7,2048,0.010089999999999988,0.024469999999999992
4012,4,0.44087,0.4164,0.43125,en_subtitles,7,4096,0.01485000000000003,0.024469999999999992
4013,4,0.44087,0.4164,0.4304,en_subtitles,7,8192,0.014000000000000012,0.024469999999999992
4014,4,0.44087,0.4164,0.43015,en_subtitles,7,20615,0.013749999999999984,0.024469999999999992
4015,5,0.44087,0.4164,0.40896,en_subtitles,7,16,-0.007440000000000002,0.024469999999999992
4016,5,0.44087,0.4164,0.36275,en_subtitles,7,32,-0.053649999999999975,0.024469999999999992
4017,5,0.44087,0.4164,0.4177,en_subtitles,7,64,0.0013000000000000234,0.024469999999999992
4018,5,0.44087,0.4164,0.41893,en_subtitles,7,128,0.0025300000000000322,0.024469999999999992
4019,5,0.44087,0.4164,0.42696,en_subtitles,7,256,0.010560000000000014,0.024469999999999992
4020,5,0.44087,0.4164,0.42727,en_subtitles,7,512,0.01086999999999999,0.024469999999999992
4021,5,0.44087,0.4164,0.43137,en_subtitles,7,1024,0.014969999999999983,0.024469999999999992
4022,5,0.44087,0.4164,0.4314,en_subtitles,7,2048,0.015000000000000013,0.024469999999999992
4023,5,0.44087,0.4164,0.42601,en_subtitles,7,4096,0.009610000000000007,0.024469999999999992
4024,5,0.44087,0.4164,0.42944,en_subtitles,7,8192,0.013039999999999996,0.024469999999999992
4025,5,0.44087,0.4164,0.43015,en_subtitles,7,20615,0.013749999999999984,0.024469999999999992
4026,6,0.44087,0.4164,0.31517,en_subtitles,7,16,-0.10122999999999999,0.024469999999999992
4027,6,0.44087,0.4164,0.39699,en_subtitles,7,32,-0.019409999999999983,0.024469999999999992
4028,6,0.44087,0.4164,0.42212,en_subtitles,7,64,0.005720000000000003,0.024469999999999992
4029,6,0.44087,0.4164,0.43578,en_subtitles,7,128,0.01938000000000001,0.024469999999999992
4030,6,0.44087,0.4164,0.40994,en_subtitles,7,256,-0.006459999999999966,0.024469999999999992
4031,6,0.44087,0.4164,0.42622,en_subtitles,7,512,0.009819999999999995,0.024469999999999992
4032,6,0.44087,0.4164,0.42831,en_subtitles,7,1024,0.011910000000000032,0.024469999999999992
4033,6,0.44087,0.4164,0.42774,en_subtitles,7,2048,0.011340000000000017,0.024469999999999992
4034,6,0.44087,0.4164,0.42684,en_subtitles,7,4096,0.010440000000000005,0.024469999999999992
4035,6,0.44087,0.4164,0.42897,en_subtitles,7,8192,0.012570000000000026,0.024469999999999992
4036,6,0.44087,0.4164,0.43015,en_subtitles,7,20615,0.013749999999999984,0.024469999999999992
4037,7,0.44087,0.4164,0.35796,en_subtitles,7,16,-0.05843999999999999,0.024469999999999992
4038,7,0.44087,0.4164,0.41312,en_subtitles,7,32,-0.003280000000000005,0.024469999999999992
4039,7,0.44087,0.4164,0.3758,en_subtitles,7,64,-0.04059999999999997,0.024469999999999992
4040,7,0.44087,0.4164,0.42876,en_subtitles,7,128,0.012359999999999982,0.024469999999999992
4041,7,0.44087,0.4164,0.43173,en_subtitles,7,256,0.01533000000000001,0.024469999999999992
4042,7,0.44087,0.4164,0.42769,en_subtitles,7,512,0.011290000000000022,0.024469999999999992
4043,7,0.44087,0.4164,0.42679,en_subtitles,7,1024,0.01039000000000001,0.024469999999999992
4044,7,0.44087,0.4164,0.43325,en_subtitles,7,2048,0.01685000000000003,0.024469999999999992
4045,7,0.44087,0.4164,0.43074,en_subtitles,7,4096,0.01434000000000002,0.024469999999999992
4046,7,0.44087,0.4164,0.42971,en_subtitles,7,8192,0.013309999999999989,0.024469999999999992
4047,7,0.44087,0.4164,0.43015,en_subtitles,7,20615,0.013749999999999984,0.024469999999999992
4048,8,0.44087,0.4164,0.36013,en_subtitles,7,16,-0.05626999999999999,0.024469999999999992
4049,8,0.44087,0.4164,0.38772,en_subtitles,7,32,-0.028679999999999983,0.024469999999999992
4050,8,0.44087,0.4164,0.43093,en_subtitles,7,64,0.014529999999999987,0.024469999999999992
4051,8,0.44087,0.4164,0.40886,en_subtitles,7,128,-0.007539999999999991,0.024469999999999992
4052,8,0.44087,0.4164,0.42707,en_subtitles,7,256,0.010670000000000013,0.024469999999999992
4053,8,0.44087,0.4164,0.41604,en_subtitles,7,512,-0.00035999999999997145,0.024469999999999992
4054,8,0.44087,0.4164,0.42844,en_subtitles,7,1024,0.012039999999999995,0.024469999999999992
4055,8,0.44087,0.4164,0.42181,en_subtitles,7,2048,0.005410000000000026,0.024469999999999992
4056,8,0.44087,0.4164,0.42788,en_subtitles,7,4096,0.01147999999999999,0.024469999999999992
4057,8,0.44087,0.4164,0.42912,en_subtitles,7,8192,0.012720000000000009,0.024469999999999992
4058,8,0.44087,0.4164,0.43015,en_subtitles,7,20615,0.013749999999999984,0.024469999999999992
4059,9,0.44087,0.4164,0.26339,en_subtitles,7,16,-0.15300999999999998,0.024469999999999992
4060,9,0.44087,0.4164,0.21847,en_subtitles,7,32,-0.19793,0.024469999999999992
4061,9,0.44087,0.4164,0.40719,en_subtitles,7,64,-0.009209999999999996,0.024469999999999992
4062,9,0.44087,0.4164,0.40604,en_subtitles,7,128,-0.01035999999999998,0.024469999999999992
4063,9,0.44087,0.4164,0.42171,en_subtitles,7,256,0.005309999999999981,0.024469999999999992
4064,9,0.44087,0.4164,0.42843,en_subtitles,7,512,0.012029999999999985,0.024469999999999992
4065,9,0.44087,0.4164,0.43046,en_subtitles,7,1024,0.014060000000000017,0.024469999999999992
4066,9,0.44087,0.4164,0.4263,en_subtitles,7,2048,0.00990000000000002,0.024469999999999992
4067,9,0.44087,0.4164,0.43004,en_subtitles,7,4096,0.013639999999999985,0.024469999999999992
4068,9,0.44087,0.4164,0.42962,en_subtitles,7,8192,0.01322000000000001,0.024469999999999992
4069,9,0.44087,0.4164,0.43015,en_subtitles,7,20615,0.013749999999999984,0.024469999999999992
4070,10,0.44087,0.4164,0.32988,en_subtitles,7,16,-0.08651999999999999,0.024469999999999992
4071,10,0.44087,0.4164,0.34376,en_subtitles,7,32,-0.07263999999999998,0.024469999999999992
4072,10,0.44087,0.4164,0.41141,en_subtitles,7,64,-0.0049899999999999944,0.024469999999999992
4073,10,0.44087,0.4164,0.41954,en_subtitles,7,128,0.0031400000000000317,0.024469999999999992
4074,10,0.44087,0.4164,0.41727,en_subtitles,7,256,0.0008699999999999819,0.024469999999999992
4075,10,0.44087,0.4164,0.43032,en_subtitles,7,512,0.013919999999999988,0.024469999999999992
4076,10,0.44087,0.4164,0.42829,en_subtitles,7,1024,0.011890000000000012,0.024469999999999992
4077,10,0.44087,0.4164,0.43107,en_subtitles,7,2048,0.014670000000000016,0.024469999999999992
4078,10,0.44087,0.4164,0.43181,en_subtitles,7,4096,0.015410000000000035,0.024469999999999992
4079,10,0.44087,0.4164,0.4305,en_subtitles,7,8192,0.014100000000000001,0.024469999999999992
4080,10,0.44087,0.4164,0.43015,en_subtitles,7,20615,0.013749999999999984,0.024469999999999992
4081,11,0.44087,0.4164,0.36445,en_subtitles,7,16,-0.051949999999999996,0.024469999999999992
4082,11,0.44087,0.4164,0.37393,en_subtitles,7,32,-0.04247000000000001,0.024469999999999992
4083,11,0.44087,0.4164,0.38049,en_subtitles,7,64,-0.03591,0.024469999999999992
4084,11,0.44087,0.4164,0.42121,en_subtitles,7,128,0.004809999999999981,0.024469999999999992
4085,11,0.44087,0.4164,0.41728,en_subtitles,7,256,0.0008799999999999919,0.024469999999999992
4086,11,0.44087,0.4164,0.42478,en_subtitles,7,512,0.008379999999999999,0.024469999999999992
4087,11,0.44087,0.4164,0.42696,en_subtitles,7,1024,0.010560000000000014,0.024469999999999992
4088,11,0.44087,0.4164,0.43028,en_subtitles,7,2048,0.013880000000000003,0.024469999999999992
4089,11,0.44087,0.4164,0.43047,en_subtitles,7,4096,0.014070000000000027,0.024469999999999992
4090,11,0.44087,0.4164,0.42772,en_subtitles,7,8192,0.011319999999999997,0.024469999999999992
4091,11,0.44087,0.4164,0.43015,en_subtitles,7,20615,0.013749999999999984,0.024469999999999992
4092,12,0.44087,0.4164,0.38492,en_subtitles,7,16,-0.03148000000000001,0.024469999999999992
